Gene	numberofposfactors	txids	interpolyAdist
FBgn0037525	3	FBtr0300826_FBtr0081770,FBtr0113203,FBtr0300827,FBtr0333827,FBtr0333828_FBtr0113202,FBtr0333829	NA
FBgn0037526	2	FBtr0081752_FBtr0333826	814
FBgn0037530	2	FBtr0081765,FBtr0339715_FBtr0339713,FBtr0339714	220
FBgn0024909	2	FBtr0114520_FBtr0081756	531
FBgn0014930	2	FBtr0339712_FBtr0081763	213
FBgn0014931	2	FBtr0081757_FBtr0304703	97
FBgn0037531	2	FBtr0300685,FBtr0339711_FBtr0304704	281
FBgn0000504	3	FBtr0081761,FBtr0081760_FBtr0339710_FBtr0330073,FBtr0081759,FBtr0330074	NA
FBgn0037535	2	FBtr0081783_FBtr0335224	147
FBgn0037536	2	FBtr0081784,FBtr0308075,FBtr0335225,FBtr0335226,FBtr0335228_FBtr0308076,FBtr0335227	314
FBgn0037541	2	FBtr0081818,FBtr0300916_FBtr0335229,FBtr0335230,FBtr0081817,FBtr0300917	242
FBgn0262362	2	FBtr0304644_FBtr0304643	14195
FBgn0037551	3	FBtr0081794_FBtr0339723_FBtr0339724	NA
FBgn0037554	2	FBtr0081797,FBtr0081798_FBtr0339606	587
FBgn0037555	2	FBtr0081807,FBtr0100368_FBtr0334315	482
FBgn0037556	2	FBtr0306301_FBtr0081806	162
FBgn0042182	2	FBtr0100545_FBtr0345323	199
FBgn0064126	3	FBtr0339607_FBtr0091720_FBtr0345322	NA
FBgn0266801	4	FBtr0345460,FBtr0346729_FBtr0345457_FBtr0345459,FBtr0346728_FBtr0345458	NA
FBgn0051259	2	FBtr0081871_FBtr0344341	545
FBgn0051453	2	FBtr0081898_FBtr0339330	618
FBgn0266916	2	FBtr0339328_FBtr0089973	193
FBgn0261929	2	FBtr0303603,FBtr0330144_FBtr0339322	2319
FBgn0024326	3	FBtr0300443_FBtr0081892_FBtr0334320	NA
FBgn0263231	2	FBtr0081888_FBtr0334319	612
FBgn0037606	2	FBtr0081880_FBtr0334318	419
FBgn0001180	2	FBtr0081950_FBtr0081951	509
FBgn0037613	2	FBtr0081949,FBtr0305339_FBtr0337074	2294
FBgn0037612	2	FBtr0305338_FBtr0305337,FBtr0343149	1159
FBgn0037614	2	FBtr0081905,FBtr0300544_FBtr0300543	981
FBgn0037617	3	FBtr0081911_FBtr0337073_FBtr0346112	NA
FBgn0037625	2	FBtr0081943,FBtr0302489_FBtr0308890	4832
FBgn0261015	2	FBtr0332502_FBtr0301876,FBtr0332500,FBtr0332501	6661
FBgn0037635	3	FBtr0309099_FBtr0309098_FBtr0334331	NA
FBgn0037636	3	FBtr0081932_FBtr0081931,FBtr0334660_FBtr0334659	NA
FBgn0262614	4	FBtr0305302,FBtr0305303_FBtr0305294_FBtr0305296,FBtr0305297,FBtr0305299,FBtr0305304,FBtr0305298,FBtr0305301_FBtr0305295,FBtr0310205	NA
FBgn0037643	2	FBtr0334327,FBtr0334328_FBtr0081957,FBtr0113206,FBtr0301786,FBtr0301787	470
FBgn0037648	2	FBtr0081960_FBtr0336753	373
FBgn0264075	2	FBtr0336755_FBtr0082005	474
FBgn0002932	2	FBtr0300414_FBtr0082003,FBtr0082004,FBtr0082001,FBtr0082002	375
FBgn0003165	3	FBtr0081994,FBtr0305197,FBtr0081992,FBtr0081990,FBtr0081991_FBtr0081993_FBtr0333668,FBtr0333667	NA
FBgn0260935	2	FBtr0301246,FBtr0333666_FBtr0081986	1773
FBgn0037665	2	FBtr0081974_FBtr0346096	391
FBgn0037676	2	FBtr0300335_FBtr0301210	1326
FBgn0037680	2	FBtr0082018,FBtr0082019_FBtr0082017	203
FBgn0266410	2	FBtr0344364,FBtr0344368,FBtr0344369,FBtr0344370_FBtr0344363,FBtr0344365,FBtr0344366,FBtr0344367	3805
FBgn0263750	2	FBtr0310402,FBtr0344371_FBtr0344372	1508
FBgn0037686	2	FBtr0339176,FBtr0082050,FBtr0339177_FBtr0082049	132
FBgn0261552	3	FBtr0082038,FBtr0082039,FBtr0111027,FBtr0111028,FBtr0111029,FBtr0111031,FBtr0302691,FBtr0302693,FBtr0302694,FBtr0302695,FBtr0334303,FBtr0334304,FBtr0344284_FBtr0082037,FBtr0111030_FBtr0111032,FBtr0302692,FBtr0344283	NA
FBgn0037697	3	FBtr0082042_FBtr0082043_FBtr0082041	NA
FBgn0037698	2	FBtr0082125_FBtr0331349,FBtr0331350,FBtr0331351,FBtr0346097	2326
FBgn0014380	2	FBtr0082124_FBtr0305340	94
FBgn0000244	2	FBtr0302382_FBtr0082119	96
FBgn0037705	2	FBtr0082118,FBtr0082117_FBtr0082116	2529
FBgn0037715	2	FBtr0082109,FBtr0334656_FBtr0082110,FBtr0334657	303
FBgn0027338	2	FBtr0301189,FBtr0082106_FBtr0082107,FBtr0082108	480
FBgn0037716	2	FBtr0334655_FBtr0082072	201
FBgn0005585	2	FBtr0082103_FBtr0334618	247
FBgn0037723	2	FBtr0082079,FBtr0306007_FBtr0082078	486
FBgn0003334	2	FBtr0306008_FBtr0082102	302
FBgn0012344	2	FBtr0082080_FBtr0344343	596
FBgn0037728	2	FBtr0308353_FBtr0082082	311
FBgn0260463	2	FBtr0082094,FBtr0082096,FBtr0346713,FBtr0303039_FBtr0082095,FBtr0082097	342
FBgn0053105	2	FBtr0082093_FBtr0303038	4501
FBgn0051352	2	FBtr0300565,FBtr0082092,FBtr0344277,FBtr0346714_FBtr0300564,FBtr0344275,FBtr0344276,FBtr0339597	336
FBgn0262477	2	FBtr0329937_FBtr0304869	1131
FBgn0037736	2	FBtr0082170_FBtr0331695	831
FBgn0037737	2	FBtr0082126_FBtr0113210	688
FBgn0261599	2	FBtr0082136_FBtr0334681	450
FBgn0002868	2	FBtr0082158_FBtr0334686	371
FBgn0037760	2	FBtr0082155_FBtr0334684	1283
FBgn0267336	4	FBtr0114583,FBtr0114581_FBtr0114582_FBtr0112576,FBtr0112577,FBtr0333685_FBtr0305157,FBtr0333686	NA
FBgn0037770	2	FBtr0082150_FBtr0333687	370
FBgn0037773	2	FBtr0300257_FBtr0082215,FBtr0306611	735
FBgn0053208	3	FBtr0273185_FBtr0082206_FBtr0082213,FBtr0082212,FBtr0347212,FBtr0082210,FBtr0082207,FBtr0082208,FBtr0082209,FBtr0306608,FBtr0306609,FBtr0347211,FBtr0347213,FBtr0347214	NA
FBgn0028734	5	FBtr0082196,FBtr0335048_FBtr0082199,FBtr0347105,FBtr0347104_FBtr0082197_FBtr0301386,FBtr0335049_FBtr0082200,FBtr0082198,FBtr0308123	NA
FBgn0037788	2	FBtr0082179,FBtr0344391_FBtr0344392	657
FBgn0004889	4	FBtr0082192,FBtr0082193,FBtr0082191,FBtr0082186_FBtr0082188_FBtr0082189_FBtr0082190,FBtr0082187,FBtr0345177	NA
FBgn0037792	2	FBtr0082185,FBtr0333824_FBtr0333825	458
FBgn0040238	2	FBtr0082183,FBtr0306023,FBtr0337020_FBtr0114590	240
FBgn0261928	2	FBtr0303601,FBtr0303602,FBtr0345169,FBtr0345171_FBtr0332437,FBtr0345170	1012
FBgn0037801	2	FBtr0337048_FBtr0082225	123
FBgn0262617	4	FBtr0305352,FBtr0305353,FBtr0305354_FBtr0305351,FBtr0305357_FBtr0305356,FBtr0337049_FBtr0305355,FBtr0337050	NA
FBgn0037807	2	FBtr0082240_FBtr0337051	457
FBgn0020379	2	FBtr0337104,FBtr0337106_FBtr0337103,FBtr0305995,FBtr0337105,FBtr0337107	402
FBgn0001235	5	FBtr0100455_FBtr0100454_FBtr0344145_FBtr0082256_FBtr0082255	NA
FBgn0262717	2	FBtr0305663_FBtr0305664,FBtr0305665,FBtr0305666	5433
FBgn0266446	4	FBtr0344441_FBtr0344443_FBtr0344440_FBtr0344442	NA
FBgn0037837	2	FBtr0300079_FBtr0082301,FBtr0300078,FBtr0336710,FBtr0339140	2168
FBgn0267376	2	FBtr0306641,FBtr0273345,FBtr0273346_FBtr0082294,FBtr0082295,FBtr0082291,FBtr0082292,FBtr0273347	532
FBgn0037848	2	FBtr0306640_FBtr0082288,FBtr0330150	390
FBgn0042094	2	FBtr0082330,FBtr0082331_FBtr0339379,FBtr0339378	221
FBgn0083950	2	FBtr0301070_FBtr0110808	4110
FBgn0040251	2	FBtr0082378_FBtr0346101	881
FBgn0027584	2	FBtr0082339_FBtr0335216	369
FBgn0040252	2	FBtr0082340_FBtr0335217	259
FBgn0037873	2	FBtr0082372_FBtr0335221	250
FBgn0086472	2	FBtr0082370_FBtr0082369	388
FBgn0020910	3	FBtr0082347_FBtr0082346,FBtr0302586_FBtr0336783	NA
FBgn0037879	2	FBtr0082351_FBtr0346098	199
FBgn0004595	3	FBtr0304605,FBtr0304607_FBtr0304606_FBtr0304603,FBtr0304604,FBtr0304608	NA
FBgn0046225	2	FBtr0082392,FBtr0082393_FBtr0339376	1734
FBgn0037913	2	FBtr0100320,FBtr0100321_FBtr0100323	4162
FBgn0037918	2	FBtr0082458_FBtr0082459	344
FBgn0037923	3	FBtr0300581_FBtr0300580_FBtr0345158	NA
FBgn0037926	2	FBtr0082420,FBtr0335447_FBtr0335448	382
FBgn0037942	2	FBtr0082430_FBtr0335211	63
FBgn0037944	2	FBtr0082433,FBtr0330169,FBtr0307892_FBtr0082432	254
FBgn0017581	2	FBtr0082535_FBtr0082534	1454
FBgn0265276	3	FBtr0082533,FBtr0307082,FBtr0307087,FBtr0110877,FBtr0307085,FBtr0330170_FBtr0305186,FBtr0307083,FBtr0307086_FBtr0110876	NA
FBgn0037950	2	FBtr0082471,FBtr0082472,FBtr0301826_FBtr0082470	35
FBgn0259139	2	FBtr0089919_FBtr0089917,FBtr0089918	87
FBgn0260742	2	FBtr0082510_FBtr0113223,FBtr0334156,FBtr0334155	692
FBgn0260743	2	FBtr0082484_FBtr0334153	208
FBgn0260744	2	FBtr0082508_FBtr0347147	2083
FBgn0037978	2	FBtr0082556,FBtr0082557_FBtr0335434	625
FBgn0051358	2	FBtr0082554_FBtr0339640	334
FBgn0037986	2	FBtr0301722,FBtr0301724,FBtr0339639_FBtr0301723	634
FBgn0051361	2	FBtr0082543_FBtr0082542,FBtr0300126,FBtr0339641,FBtr0339642	147
FBgn0037998	2	FBtr0082624,FBtr0334596_FBtr0334597	1866
FBgn0003651	2	FBtr0082563_FBtr0082562,FBtr0082564,FBtr0331183	6647
FBgn0038028	2	FBtr0082606_FBtr0344387	782
FBgn0053098	2	FBtr0082580_FBtr0082578,FBtr0082579,FBtr0332161,FBtr0332162	209
FBgn0038032	2	FBtr0082604,FBtr0082603_FBtr0347003,FBtr0347002	517
FBgn0038033	3	FBtr0100525_FBtr0344386_FBtr0347004	NA
FBgn0038063	2	FBtr0100019,FBtr0330120,FBtr0304844,FBtr0304845_FBtr0304846,FBtr0347149	1864
FBgn0005671	2	FBtr0301661_FBtr0082671,FBtr0082670	545
FBgn0038065	2	FBtr0082641_FBtr0082642	434
FBgn0001296	2	FBtr0302563_FBtr0082666	449
FBgn0038079	2	FBtr0113227,FBtr0113228,FBtr0114499,FBtr0114500_FBtr0113226,FBtr0114501	349
FBgn0016693	2	FBtr0082654_FBtr0082655	742
FBgn0038087	3	FBtr0302367_FBtr0082688_FBtr0337093	NA
FBgn0038100	2	FBtr0334509_FBtr0082693	911
FBgn0038108	2	FBtr0306257,FBtr0334511_FBtr0306256,FBtr0334510,FBtr0334512	927
FBgn0020496	3	FBtr0082701_FBtr0082699,FBtr0082700,FBtr0082702,FBtr0334513_FBtr0100161,FBtr0334514,FBtr0334515,FBtr0334516,FBtr0334517	NA
FBgn0038111	3	FBtr0113229_FBtr0082717_FBtr0082718	NA
FBgn0260793	3	FBtr0344729_FBtr0344730_FBtr0301436,FBtr0330143	NA
FBgn0000024	3	FBtr0300486_FBtr0082780_FBtr0335223	NA
FBgn0003598	2	FBtr0301657_FBtr0082736	828
FBgn0086371	2	FBtr0082772_FBtr0303265	36
FBgn0027610	2	FBtr0082747,FBtr0082748_FBtr0346113	187
FBgn0044511	2	FBtr0082764_FBtr0335459	53
FBgn0000046	2	FBtr0082785_FBtr0346242	286
FBgn0263396	5	FBtr0082854_FBtr0082857_FBtr0082855_FBtr0082856_FBtr0309094	NA
FBgn0015778	2	FBtr0082797,FBtr0082799,FBtr0346346_FBtr0346347	2114
FBgn0004237	3	FBtr0300590_FBtr0082851_FBtr0310621,FBtr0334495	NA
FBgn0038165	2	FBtr0301654_FBtr0334492,FBtr0334493,FBtr0334494	160
FBgn0038168	2	FBtr0334531,FBtr0082848_FBtr0334530	148
FBgn0024555	2	FBtr0082817,FBtr0344783_FBtr0114604	1851
FBgn0085412	4	FBtr0334569_FBtr0112623,FBtr0290011,FBtr0329897,FBtr0329899_FBtr0112622_FBtr0112624,FBtr0329898,FBtr0334567,FBtr0334568	NA
FBgn0266464	3	FBtr0082883_FBtr0344766_FBtr0344767	NA
FBgn0047199	2	FBtr0082864_FBtr0344411	412
FBgn0264493	3	FBtr0301633_FBtr0301632,FBtr0100361,FBtr0301634_FBtr0334298	NA
FBgn0038201	2	FBtr0100131_FBtr0305681	626
FBgn0010340	2	FBtr0082909_FBtr0337095	263
FBgn0262955	2	FBtr0082892_FBtr0344600	285
FBgn0011582	2	FBtr0290283,FBtr0301351,FBtr0330711,FBtr0346763_FBtr0308191	11904
FBgn0262983	2	FBtr0346061,FBtr0306819_FBtr0347150	1550
FBgn0027083	3	FBtr0082895_FBtr0337021_FBtr0347148	NA
FBgn0003862	2	FBtr0100277_FBtr0082947,FBtr0082948,FBtr0082949,FBtr0082950	1300
FBgn0004855	2	FBtr0082925,FBtr0309995_FBtr0346348	334
FBgn0011474	2	FBtr0082929,FBtr0309996_FBtr0082930	802
FBgn0038223	3	FBtr0273391_FBtr0310000_FBtr0310001	NA
FBgn0024321	2	FBtr0082942,FBtr0347151,FBtr0082941_FBtr0306742	727
FBgn0038233	2	FBtr0082987_FBtr0330045	845
FBgn0051313	3	FBtr0334960_FBtr0334961_FBtr0082982	NA
FBgn0038243	2	FBtr0334959_FBtr0082981	470
FBgn0038246	2	FBtr0082961,FBtr0334028_FBtr0082960	566
FBgn0003169	2	FBtr0082977,FBtr0330227_FBtr0334030	1300
FBgn0086686	2	FBtr0304678,FBtr0082975_FBtr0344158	1997
FBgn0265140	2	FBtr0301499_FBtr0301498	2946
FBgn0262127	2	FBtr0100008_FBtr0344383	841
FBgn0011217	2	FBtr0310554,FBtr0083018_FBtr0336876	291
FBgn0263929	3	FBtr0305689,FBtr0305691_FBtr0305694_FBtr0305690,FBtr0305692,FBtr0305693,FBtr0305695	NA
FBgn0038257	2	FBtr0083016,FBtr0336878,FBtr0336877_FBtr0083017	191
FBgn0266756	2	FBtr0334288,FBtr0334289,FBtr0334287,FBtr0334286_FBtr0334285,FBtr0334291,FBtr0334292,FBtr0334290,FBtr0334293	2451
FBgn0038279	2	FBtr0083004_FBtr0346103	781
FBgn0038282	2	FBtr0089376_FBtr0346114	1554
FBgn0038286	2	FBtr0113236_FBtr0344380	1133
FBgn0038295	2	FBtr0306245,FBtr0334926_FBtr0110961	681
FBgn0038294	6	FBtr0306642,FBtr0083032_FBtr0083030,FBtr0302143,FBtr0334927_FBtr0345220_FBtr0345219_FBtr0302145_FBtr0306643,FBtr0083031,FBtr0083033,FBtr0083034,FBtr0302144,FBtr0302146,FBtr0306644,FBtr0334928,FBtr0302142	NA
FBgn0260659	2	FBtr0302325,FBtr0301101,FBtr0301102,FBtr0301103,FBtr0301104_FBtr0302324	97
FBgn0259823	2	FBtr0305613_FBtr0305614,FBtr0345173	698
FBgn0263740	2	FBtr0310387,FBtr0310386_FBtr0337054	140
FBgn0011476	2	FBtr0301089_FBtr0334696	167
FBgn0003721	9	FBtr0305655_FBtr0089961,FBtr0089962,FBtr0089963_FBtr0089960_FBtr0089968_FBtr0089959_FBtr0089957_FBtr0089965,FBtr0089967,FBtr0301959,FBtr0301960,FBtr0305654,FBtr0333918_FBtr0305656_FBtr0089964,FBtr0333917	NA
FBgn0004117	2	FBtr0083078,FBtr0339530,FBtr0345212_FBtr0083079,FBtr0083080,FBtr0333920	374
FBgn0026441	2	FBtr0083082,FBtr0330039_FBtr0334695	897
FBgn0038321	2	FBtr0334590_FBtr0083119	545
FBgn0085433	2	FBtr0112667_FBtr0112668,FBtr0112669	147
FBgn0262483	2	FBtr0304822,FBtr0304824,FBtr0304825,FBtr0304827,FBtr0304828,FBtr0333832,FBtr0333833_FBtr0304823,FBtr0304826	2532
FBgn0038337	2	FBtr0083106,FBtr0083105_FBtr0346109	209
FBgn0041188	3	FBtr0083099_FBtr0083101_FBtr0083100,FBtr0344377	NA
FBgn0264775	2	FBtr0334151_FBtr0334150	188
FBgn0051296	2	FBtr0083155_FBtr0334558	408
FBgn0053207	2	FBtr0083162_FBtr0334025	2062
FBgn0038353	2	FBtr0083164_FBtr0334027	577
FBgn0038355	2	FBtr0083167_FBtr0344379	388
FBgn0038363	2	FBtr0083174_FBtr0334591	76
FBgn0262527	3	FBtr0301726,FBtr0309859,FBtr0309861,FBtr0309862_FBtr0301727,FBtr0301728,FBtr0301730,FBtr0301731,FBtr0301732,FBtr0309860,FBtr0309863_FBtr0334592	NA
FBgn0003227	2	FBtr0334595_FBtr0083193	1259
FBgn0038369	2	FBtr0300570_FBtr0334594	309
FBgn0051183	2	FBtr0083187_FBtr0346151	230
FBgn0085305	2	FBtr0112471_FBtr0332436	849
FBgn0013334	2	FBtr0310672_FBtr0083204,FBtr0083205,FBtr0083206,FBtr0083207,FBtr0083208,FBtr0083209,FBtr0083210,FBtr0301655,FBtr0344384	1639
FBgn0052856	2	FBtr0083239_FBtr0302551	57
FBgn0003117	2	FBtr0083220,FBtr0083221_FBtr0335426,FBtr0335427	881
FBgn0026059	2	FBtr0303845,FBtr0083232,FBtr0110973,FBtr0110974_FBtr0083233,FBtr0332439,FBtr0083229,FBtr0083231	1152
FBgn0010379	2	FBtr0083226,FBtr0083227,FBtr0083228,FBtr0344470_FBtr0344717	1155
FBgn0038400	3	FBtr0344013_FBtr0083281_FBtr0347199	NA
FBgn0038401	2	FBtr0083251_FBtr0344009	247
FBgn0063649	2	FBtr0083252,FBtr0309301,FBtr0309303_FBtr0113477,FBtr0309302	956
FBgn0051287	2	FBtr0083256_FBtr0345259	705
FBgn0250823	4	FBtr0100331_FBtr0083261,FBtr0083262,FBtr0083264,FBtr0083265,FBtr0100332,FBtr0100333,FBtr0301304,FBtr0305071,FBtr0305072,FBtr0330041_FBtr0083263_FBtr0334606	NA
FBgn0040284	2	FBtr0083272_FBtr0304727	1184
FBgn0038419	2	FBtr0083325,FBtr0083326_FBtr0334733,FBtr0345255	308
FBgn0038420	2	FBtr0083324_FBtr0345202	120
FBgn0038421	3	FBtr0083323_FBtr0332177_FBtr0345208	NA
FBgn0038423	2	FBtr0300677_FBtr0300678	516
FBgn0003513	2	FBtr0306026,FBtr0306027_FBtr0083318	850
FBgn0038428	2	FBtr0083314_FBtr0337016	163
FBgn0038429	2	FBtr0083289_FBtr0337015	206
FBgn0044826	2	FBtr0083312_FBtr0305003,FBtr0330047	1739
FBgn0259244	2	FBtr0336775,FBtr0336776_FBtr0299894,FBtr0303650,FBtr0305005,FBtr0305006,FBtr0336777,FBtr0336778,FBtr0336779,FBtr0336780,FBtr0336781,FBtr0336782	2385
FBgn0262742	2	FBtr0083332,FBtr0083333,FBtr0083334,FBtr0112803_FBtr0300036,FBtr0300037,FBtr0333726	1723
FBgn0003944	4	FBtr0083350_FBtr0083351_FBtr0083348_FBtr0083347,FBtr0083349,FBtr0083352	NA
FBgn0000014	2	FBtr0083388,FBtr0083387,FBtr0300485_FBtr0306337	413
FBgn0000015	2	FBtr0330709,FBtr0346764,FBtr0083384,FBtr0083383,FBtr0083382,FBtr0083381_FBtr0083385	463
FBgn0043069	2	FBtr0083367_FBtr0337059	98
FBgn0038461	2	FBtr0083376_FBtr0337064	128
FBgn0038462	2	FBtr0337063_FBtr0083375	141
FBgn0038465	2	FBtr0083371_FBtr0337060	49
FBgn0038469	2	FBtr0305130_FBtr0337062	128
FBgn0266053	2	FBtr0083392_FBtr0339155	753
FBgn0038488	2	FBtr0083414_FBtr0337043	977
FBgn0038491	2	FBtr0083410_FBtr0337042	664
FBgn0038499	2	FBtr0302317_FBtr0083452	713
FBgn0038504	2	FBtr0339532_FBtr0083448,FBtr0083447,FBtr0339531	1467
FBgn0261046	2	FBtr0113398_FBtr0113397,FBtr0330211,FBtr0330212	8495
FBgn0038516	2	FBtr0083454,FBtr0321265_FBtr0083455,FBtr0321264	213
FBgn0010926	2	FBtr0083504_FBtr0347218	1399
FBgn0025571	2	FBtr0331706_FBtr0083456,FBtr0331707	2330
FBgn0264005	2	FBtr0330385,FBtr0330386_FBtr0346339	693
FBgn0040565	2	FBtr0300628_FBtr0347219	1536
FBgn0038532	3	FBtr0083476,FBtr0331346_FBtr0331347_FBtr0344347	NA
FBgn0038535	2	FBtr0089416,FBtr0089415,FBtr0089414,FBtr0089412,FBtr0089413,FBtr0089417_FBtr0335026,FBtr0335027	454
FBgn0038541	3	FBtr0332174_FBtr0083512,FBtr0332173_FBtr0344630	NA
FBgn0053547	2	FBtr0305016,FBtr0305021,FBtr0308498,FBtr0336713,FBtr0336715,FBtr0336716,FBtr0336718,FBtr0336719,FBtr0336720,FBtr0336721,FBtr0336722,FBtr0336723_FBtr0336714,FBtr0336717	2293
FBgn0263995	3	FBtr0330272,FBtr0330276,FBtr0330278_FBtr0330269,FBtr0330271,FBtr0330273,FBtr0330279,FBtr0330280_FBtr0330270,FBtr0330274,FBtr0330275,FBtr0330277	NA
FBgn0003499	2	FBtr0083542,FBtr0083543,FBtr0301615,FBtr0330050_FBtr0344633	1834
FBgn0038569	2	FBtr0083623_FBtr0344646	374
FBgn0038571	2	FBtr0300247_FBtr0100283	1138
FBgn0042693	5	FBtr0083552,FBtr0083553,FBtr0083554,FBtr0083555,FBtr0290321,FBtr0305032,FBtr0305033,FBtr0305034,FBtr0336466_FBtr0083556_FBtr0290320,FBtr0336467_FBtr0306646_FBtr0290319	NA
FBgn0261532	2	FBtr0083619_FBtr0336472	438
FBgn0011481	2	FBtr0083611,FBtr0083613_FBtr0083612,FBtr0330051	2366
FBgn0020238	3	FBtr0083565,FBtr0083567_FBtr0083566_FBtr0083568	NA
FBgn0263738	2	FBtr0310384_FBtr0310380,FBtr0310381,FBtr0310382,FBtr0310383	112
FBgn0026250	2	FBtr0083572,FBtr0083573_FBtr0343927	521
FBgn0038603	2	FBtr0337036,FBtr0337037_FBtr0083592,FBtr0083591,FBtr0083590,FBtr0330312,FBtr0330313,FBtr0290023,FBtr0083589	3043
FBgn0051235	2	FBtr0083588_FBtr0346323	930
FBgn0038606	2	FBtr0345256_FBtr0302308	2358
FBgn0051122	2	FBtr0083653,FBtr0301432_FBtr0333831	567
FBgn0004652	6	FBtr0083647_FBtr0083646_FBtr0083652,FBtr0083651,FBtr0083649,FBtr0083648,FBtr0083642,FBtr0083643,FBtr0301284_FBtr0083650,FBtr0083640,FBtr0083645,FBtr0330040_FBtr0083641_FBtr0083644	NA
FBgn0038641	2	FBtr0083668_FBtr0083669	1449
FBgn0085311	2	FBtr0112478_FBtr0347115	213
FBgn0000303	2	FBtr0089368_FBtr0089367	1166
FBgn0038659	2	FBtr0083698_FBtr0334522	407
FBgn0261113	2	FBtr0083700,FBtr0083701,FBtr0083702,FBtr0083703,FBtr0113246,FBtr0334523_FBtr0334524	140
FBgn0038662	2	FBtr0083723_FBtr0334525	97
FBgn0261262	3	FBtr0304687,FBtr0304688_FBtr0304686_FBtr0304685	NA
FBgn0263983	2	FBtr0346867_FBtr0330024	17523
FBgn0022338	2	FBtr0083707_FBtr0321263	70
FBgn0026239	2	FBtr0343991_FBtr0100317,FBtr0089767,FBtr0089768	2522
FBgn0038672	2	FBtr0083719_FBtr0343992	143
FBgn0004876	2	FBtr0083716_FBtr0305321	812
FBgn0016120	2	FBtr0083728,FBtr0083727_FBtr0346155	203
FBgn0261285	2	FBtr0347007_FBtr0083752,FBtr0330044	1942
FBgn0038683	2	FBtr0083749_FBtr0335020,FBtr0083750	308
FBgn0262468	2	FBtr0083745_FBtr0344554,FBtr0310064	2310
FBgn0038693	2	FBtr0301694_FBtr0301692,FBtr0301693,FBtr0344552,FBtr0344553	10856
FBgn0000463	3	FBtr0083740_FBtr0304658_FBtr0083739	NA
FBgn0051221	2	FBtr0083763_FBtr0083762,FBtr0330030	2714
FBgn0260003	2	FBtr0083764,FBtr0083765,FBtr0083766,FBtr0110915,FBtr0110916,FBtr0110918,FBtr0110919,FBtr0334563,FBtr0334564,FBtr0334565_FBtr0110917,FBtr0334562	1896
FBgn0026753	2	FBtr0083804_FBtr0346100	240
FBgn0051216	2	FBtr0083786_FBtr0335415	192
FBgn0085315	2	FBtr0112482_FBtr0335422	166
FBgn0024963	4	FBtr0301378_FBtr0301379_FBtr0335417,FBtr0335418,FBtr0335421,FBtr0343789_FBtr0335416,FBtr0335419,FBtr0335420,FBtr0343788,FBtr0343790	NA
FBgn0014135	2	FBtr0300123_FBtr0083795,FBtr0344549	516
FBgn0038735	3	FBtr0083813,FBtr0335008,FBtr0335009_FBtr0301116,FBtr0335010_FBtr0083814	NA
FBgn0038740	3	FBtr0113250,FBtr0330035_FBtr0083859,FBtr0330036_FBtr0330034	NA
FBgn0038744	2	FBtr0301117_FBtr0308828,FBtr0308829,FBtr0344260	137
FBgn0038745	3	FBtr0083855_FBtr0344262_FBtr0344261	NA
FBgn0038747	2	FBtr0083821,FBtr0344351,FBtr0344352,FBtr0344353_FBtr0344354	542
FBgn0260234	2	FBtr0300643_FBtr0310518	76
FBgn0038755	2	FBtr0083846_FBtr0335240	443
FBgn0021776	2	FBtr0335243_FBtr0083848	235
FBgn0038763	2	FBtr0083843,FBtr0307345_FBtr0344139	313
FBgn0260466	2	FBtr0091938_FBtr0091937	3050
FBgn0083975	2	FBtr0301074,FBtr0301075,FBtr0301680_FBtr0346343	794
FBgn0262582	3	FBtr0305029_FBtr0305026,FBtr0305027,FBtr0305028,FBtr0334306_FBtr0334305	NA
FBgn0038783	2	FBtr0083901_FBtr0344245	123
FBgn0261550	2	FBtr0302666_FBtr0302667,FBtr0302668,FBtr0302669,FBtr0302670,FBtr0302673,FBtr0303586,FBtr0306633,FBtr0306634	635
FBgn0038788	2	FBtr0083882_FBtr0344243	886
FBgn0262869	3	FBtr0306205_FBtr0306199,FBtr0306203,FBtr0340192,FBtr0306200,FBtr0306201,FBtr0306202,FBtr0306204,FBtr0330033_FBtr0346115	NA
FBgn0002869	2	FBtr0083890,FBtr0346152_FBtr0346153	136
FBgn0262146	2	FBtr0304129_FBtr0346342	260
FBgn0016917	3	FBtr0334585_FBtr0089484,FBtr0089485,FBtr0100457,FBtr0334582,FBtr0334584,FBtr0334586,FBtr0089486,FBtr0089487,FBtr0334583_FBtr0334581	NA
FBgn0067783	2	FBtr0089481,FBtr0089480,FBtr0344281_FBtr0344282,FBtr0089482,FBtr0344280	250
FBgn0038805	2	FBtr0083948_FBtr0083949	106
FBgn0023097	2	FBtr0300617_FBtr0083912,FBtr0330043,FBtr0334637,FBtr0334638,FBtr0334639	916
FBgn0001169	2	FBtr0083915,FBtr0083916_FBtr0083914,FBtr0083917	1664
FBgn0024944	2	FBtr0083933,FBtr0330712_FBtr0083934,FBtr0110936,FBtr0330713,FBtr0346759	3396
FBgn0051205	2	FBtr0300451_FBtr0346092	103
FBgn0004107	2	FBtr0083921,FBtr0083922_FBtr0300447	1084
FBgn0259222	2	FBtr0305057,FBtr0305058_FBtr0299771,FBtr0299772,FBtr0345263	597
